age,job,marital,education,default,balance,housing,loan,contact,date,duration,campaign,pdays,previous,poutcome,Purchased?
24,services,single,secondary,no,11,yes,no,unknown,6/27/2017,114,4,-1,0,unknown,no
55,blue-collar,married,primary,no,-79,no,yes,unknown,6/27/2017,293,3,-1,0,unknown,no
34,admin.,single,secondary,no,-478,yes,yes,unknown,6/27/2017,111,4,-1,0,unknown,no
36,technician,married,secondary,no,283,yes,yes,unknown,6/27/2017,56,2,-1,0,unknown,no
34,technician,divorced,secondary,no,89,yes,no,unknown,6/27/2017,101,5,-1,0,unknown,no
24,management,single,secondary,no,653,yes,no,unknown,6/27/2017,247,3,-1,0,unknown,no
37,management,married,tertiary,no,597,no,yes,unknown,6/30/2017,96,3,-1,0,unknown,no
40,technician,married,secondary,no,59,yes,no,unknown,6/30/2017,322,3,-1,0,unknown,no
39,services,married,primary,no,324,yes,no,unknown,6/30/2017,182,4,-1,0,unknown,no
34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,6/30/2017,198,2,-1,0,unknown,no
52,management,married,primary,no,798,yes,no,unknown,6/30/2017,123,2,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,6/30/2017,45,2,-1,0,unknown,no
27,services,married,secondary,no,511,yes,no,unknown,6/30/2017,85,5,-1,0,unknown,no
41,blue-collar,married,primary,no,509,yes,no,unknown,6/30/2017,146,3,-1,0,unknown,no
36,management,single,tertiary,no,2239,yes,yes,unknown,6/30/2017,93,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,2169,yes,no,unknown,6/30/2017,54,3,-1,0,unknown,no
26,services,single,secondary,no,-72,yes,no,unknown,6/30/2017,82,9,-1,0,unknown,no
42,blue-collar,divorced,primary,no,145,no,yes,unknown,6/30/2017,27,3,-1,0,unknown,no
51,blue-collar,married,primary,no,-101,yes,yes,unknown,6/30/2017,60,3,-1,0,unknown,no
37,technician,divorced,secondary,no,1309,no,yes,unknown,6/30/2017,124,2,-1,0,unknown,no
49,admin.,married,secondary,no,12,no,no,unknown,6/30/2017,217,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,3988,no,no,unknown,6/30/2017,165,4,-1,0,unknown,no
28,self-employed,single,secondary,no,-395,yes,no,unknown,6/30/2017,141,4,-1,0,unknown,no
35,technician,married,tertiary,no,1526,yes,no,unknown,6/30/2017,138,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,323,no,no,unknown,6/30/2017,385,1,-1,0,unknown,no
33,services,married,secondary,no,740,no,yes,unknown,6/30/2017,266,3,-1,0,unknown,no
45,entrepreneur,married,secondary,yes,624,no,yes,unknown,6/30/2017,50,1,-1,0,unknown,no
38,blue-collar,single,primary,no,116,no,yes,unknown,6/30/2017,203,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,unknown,6/30/2017,780,3,-1,0,unknown,no
49,blue-collar,married,primary,no,230,no,yes,unknown,6/30/2017,176,1,-1,0,unknown,no
37,self-employed,married,tertiary,no,0,no,yes,unknown,6/30/2017,202,1,-1,0,unknown,no
45,admin.,single,secondary,no,-342,no,yes,unknown,6/30/2017,158,1,-1,0,unknown,no
44,admin.,married,secondary,yes,0,no,yes,unknown,6/30/2017,76,3,-1,0,unknown,no
33,blue-collar,married,primary,no,276,no,no,unknown,6/30/2017,224,2,-1,0,unknown,no
55,management,married,tertiary,no,0,no,no,unknown,6/30/2017,111,2,-1,0,unknown,no
56,technician,married,tertiary,no,3082,yes,yes,unknown,6/30/2017,444,3,-1,0,unknown,no
40,admin.,married,secondary,no,220,yes,no,unknown,6/30/2017,69,3,-1,0,unknown,no
27,blue-collar,single,primary,no,1128,yes,no,unknown,6/30/2017,88,4,-1,0,unknown,no
57,retired,married,secondary,no,0,no,yes,unknown,6/30/2017,104,2,-1,0,unknown,no
39,technician,married,secondary,no,-54,yes,yes,unknown,6/30/2017,252,4,-1,0,unknown,no
49,admin.,married,secondary,no,2062,no,no,unknown,6/30/2017,132,4,-1,0,unknown,no
34,services,single,secondary,no,66,no,yes,unknown,6/30/2017,450,2,-1,0,unknown,no
59,retired,married,secondary,yes,49,no,yes,unknown,7/1/2017,602,4,-1,0,unknown,no
41,services,married,secondary,no,138,yes,no,unknown,7/1/2017,136,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,365,no,no,unknown,7/1/2017,381,4,-1,0,unknown,no
44,admin.,single,tertiary,no,10,no,no,unknown,7/1/2017,158,2,-1,0,unknown,no
41,blue-collar,single,secondary,no,75,yes,no,unknown,7/1/2017,479,9,-1,0,unknown,yes
31,blue-collar,married,secondary,no,652,no,yes,unknown,7/1/2017,281,3,-1,0,unknown,no
49,technician,married,tertiary,no,503,no,no,unknown,7/1/2017,297,2,-1,0,unknown,no
35,technician,married,secondary,no,251,yes,yes,unknown,7/1/2017,128,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,971,yes,yes,unknown,7/1/2017,471,3,-1,0,unknown,no
51,admin.,divorced,secondary,no,-20,no,no,unknown,7/1/2017,58,1,-1,0,unknown,no
39,services,single,secondary,no,-106,no,no,unknown,7/1/2017,60,4,-1,0,unknown,no
35,services,married,secondary,no,871,yes,no,unknown,7/1/2017,108,1,-1,0,unknown,no
54,admin.,married,secondary,no,9,no,yes,unknown,7/1/2017,140,1,-1,0,unknown,no
59,technician,married,secondary,no,0,no,no,unknown,7/1/2017,249,1,-1,0,unknown,no
57,housemaid,married,primary,no,53,no,no,unknown,7/1/2017,215,3,-1,0,unknown,no
39,blue-collar,divorced,primary,no,3,no,yes,unknown,7/1/2017,625,1,-1,0,unknown,no
29,services,single,unknown,no,33,no,no,unknown,7/1/2017,161,1,-1,0,unknown,no
40,housemaid,married,primary,no,84,no,yes,unknown,7/1/2017,428,2,-1,0,unknown,no
43,admin.,single,secondary,no,13,no,yes,unknown,7/1/2017,119,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1,no,no,unknown,7/1/2017,117,1,-1,0,unknown,no
45,technician,married,tertiary,no,-302,no,yes,unknown,7/1/2017,80,1,-1,0,unknown,no
60,retired,married,primary,no,0,no,no,unknown,7/1/2017,36,1,-1,0,unknown,no
31,services,married,tertiary,yes,-90,no,yes,unknown,7/1/2017,173,1,-1,0,unknown,no
59,technician,married,secondary,no,6,no,yes,unknown,7/1/2017,292,1,-1,0,unknown,no
59,technician,married,secondary,no,358,no,no,unknown,7/1/2017,183,2,-1,0,unknown,no
29,services,single,secondary,no,1357,no,yes,unknown,7/1/2017,200,1,-1,0,unknown,no
49,housemaid,married,primary,no,935,no,yes,unknown,7/1/2017,150,1,-1,0,unknown,no
47,management,married,primary,yes,145,no,yes,unknown,7/1/2017,163,1,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,yes,unknown,7/1/2017,122,1,-1,0,unknown,no
35,blue-collar,divorced,primary,no,0,no,no,unknown,7/1/2017,55,1,-1,0,unknown,no
52,technician,divorced,secondary,no,935,no,no,unknown,7/1/2017,86,1,-1,0,unknown,no
30,management,married,tertiary,no,49,yes,yes,unknown,7/1/2017,359,1,-1,0,unknown,no
43,admin.,single,secondary,no,91,no,yes,unknown,7/1/2017,110,2,-1,0,unknown,no
45,unemployed,divorced,primary,yes,-249,yes,yes,unknown,7/1/2017,92,1,-1,0,unknown,no
28,technician,single,tertiary,no,415,no,no,unknown,7/1/2017,86,1,-1,0,unknown,no
41,entrepreneur,single,primary,no,7264,no,yes,unknown,7/1/2017,125,3,-1,0,unknown,no
38,management,married,tertiary,no,-585,yes,no,unknown,7/1/2017,196,4,-1,0,unknown,no
31,admin.,single,secondary,no,43,no,no,unknown,7/1/2017,484,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,392,no,yes,unknown,7/1/2017,135,1,-1,0,unknown,no
29,technician,married,tertiary,no,975,no,no,unknown,7/1/2017,56,1,-1,0,unknown,no
33,admin.,married,tertiary,no,205,no,no,unknown,7/1/2017,156,2,-1,0,unknown,no
40,services,single,secondary,no,-27,no,yes,unknown,7/1/2017,221,1,-1,0,unknown,no
26,technician,divorced,tertiary,no,-70,no,yes,unknown,7/1/2017,1992,2,-1,0,unknown,no
41,technician,married,secondary,no,-147,no,yes,unknown,7/1/2017,130,1,-1,0,unknown,no
31,management,married,tertiary,no,84,no,yes,unknown,7/1/2017,143,1,-1,0,unknown,no
53,technician,divorced,secondary,no,173,no,yes,unknown,7/1/2017,157,1,-1,0,unknown,no
45,technician,single,tertiary,no,2099,no,yes,unknown,7/1/2017,333,1,-1,0,unknown,no
58,services,married,primary,no,374,no,yes,unknown,7/1/2017,420,2,-1,0,unknown,no
37,technician,single,tertiary,no,0,no,no,unknown,7/1/2017,1135,2,-1,0,unknown,yes
47,technician,divorced,secondary,no,47,no,yes,unknown,7/1/2017,224,2,-1,0,unknown,no
55,retired,married,secondary,no,-180,no,yes,unknown,7/1/2017,307,2,-1,0,unknown,no
44,technician,single,secondary,no,27,no,no,unknown,7/1/2017,723,2,-1,0,unknown,no
27,technician,single,secondary,no,158,no,no,unknown,7/1/2017,650,2,-1,0,unknown,yes
31,management,single,tertiary,no,394,no,yes,unknown,7/2/2017,660,3,-1,0,unknown,no
22,student,single,secondary,no,280,yes,no,unknown,7/2/2017,63,4,-1,0,unknown,no
30,admin.,married,tertiary,no,1717,no,yes,unknown,7/2/2017,218,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,-28,no,yes,unknown,7/2/2017,220,2,-1,0,unknown,no
35,admin.,married,secondary,no,907,no,yes,unknown,7/2/2017,97,4,-1,0,unknown,no
29,technician,single,tertiary,no,101,no,no,unknown,7/2/2017,143,4,-1,0,unknown,no
31,admin.,divorced,secondary,no,824,yes,no,unknown,7/2/2017,32,3,-1,0,unknown,no
35,self-employed,married,secondary,no,28,no,yes,unknown,7/2/2017,159,3,-1,0,unknown,no
48,technician,married,secondary,no,0,yes,yes,unknown,7/2/2017,44,2,-1,0,unknown,no
30,services,single,secondary,yes,0,no,yes,unknown,7/2/2017,95,3,-1,0,unknown,no
45,technician,single,secondary,no,52,no,yes,unknown,7/2/2017,79,3,-1,0,unknown,no
45,self-employed,married,primary,no,-584,yes,yes,unknown,7/2/2017,306,2,-1,0,unknown,no
50,services,married,primary,no,-15,no,yes,unknown,7/2/2017,71,1,-1,0,unknown,no
35,retired,single,secondary,no,527,no,yes,unknown,7/2/2017,348,3,-1,0,unknown,no
41,services,married,secondary,no,0,yes,no,unknown,7/2/2017,203,1,-1,0,unknown,no
37,services,single,primary,no,0,no,yes,unknown,7/2/2017,372,1,-1,0,unknown,no
38,admin.,married,secondary,no,70,no,yes,unknown,7/2/2017,199,1,-1,0,unknown,no
50,management,married,tertiary,no,830,no,no,unknown,7/2/2017,60,2,-1,0,unknown,no
35,technician,single,secondary,no,-51,no,no,unknown,7/2/2017,134,2,-1,0,unknown,no
44,technician,married,secondary,no,1,no,yes,unknown,7/2/2017,108,3,-1,0,unknown,no
34,services,married,secondary,no,0,no,yes,unknown,7/2/2017,193,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,-255,no,yes,unknown,7/2/2017,957,3,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,7/2/2017,83,3,-1,0,unknown,no
33,technician,single,tertiary,no,288,yes,yes,unknown,7/3/2017,343,2,-1,0,unknown,no
45,technician,divorced,unknown,yes,-25,no,yes,unknown,7/3/2017,158,3,-1,0,unknown,no
27,admin.,single,secondary,no,585,no,no,unknown,7/3/2017,269,3,-1,0,unknown,no
37,technician,single,secondary,no,29,no,no,unknown,7/3/2017,269,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,606,yes,yes,unknown,7/3/2017,375,3,-1,0,unknown,no
54,services,married,secondary,no,-165,no,yes,unknown,7/3/2017,202,1,-1,0,unknown,no
26,services,married,secondary,no,549,no,no,unknown,7/3/2017,149,1,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,-705,no,yes,unknown,7/3/2017,111,1,-1,0,unknown,no
54,unemployed,married,tertiary,no,0,no,yes,unknown,7/3/2017,188,1,-1,0,unknown,no
58,retired,married,secondary,no,166,no,yes,unknown,7/3/2017,211,1,-1,0,unknown,no
50,management,married,secondary,no,5,no,no,unknown,7/3/2017,24,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,0,no,yes,unknown,7/3/2017,109,1,-1,0,unknown,no
27,admin.,divorced,secondary,no,2,no,yes,unknown,7/3/2017,472,1,-1,0,unknown,no
32,management,married,tertiary,no,92,no,no,unknown,7/3/2017,116,1,-1,0,unknown,no
29,blue-collar,single,primary,no,145,no,no,unknown,7/3/2017,452,1,-1,0,unknown,no
29,services,single,secondary,no,84,no,yes,unknown,7/3/2017,587,3,-1,0,unknown,yes
44,blue-collar,married,secondary,no,701,no,yes,unknown,7/3/2017,269,2,-1,0,unknown,no
39,services,single,secondary,no,3,no,yes,unknown,7/3/2017,206,1,-1,0,unknown,no
55,retired,married,secondary,no,85,no,no,unknown,7/3/2017,228,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,285,no,yes,unknown,7/3/2017,267,1,-1,0,unknown,no
48,blue-collar,married,primary,no,474,yes,yes,unknown,7/3/2017,414,1,-1,0,unknown,no
49,blue-collar,married,primary,no,126,no,no,unknown,7/3/2017,60,1,-1,0,unknown,no
35,blue-collar,married,unknown,no,-400,yes,yes,unknown,7/3/2017,85,1,-1,0,unknown,no
57,retired,married,secondary,no,91,no,yes,unknown,7/3/2017,256,3,-1,0,unknown,no
53,services,divorced,secondary,yes,0,no,yes,unknown,7/3/2017,172,10,-1,0,unknown,no
58,unemployed,married,secondary,no,0,no,no,unknown,7/3/2017,84,1,-1,0,unknown,no
34,technician,married,secondary,no,46,yes,yes,unknown,7/3/2017,412,1,-1,0,unknown,no
52,housemaid,married,tertiary,no,51,no,no,unknown,7/3/2017,88,1,-1,0,unknown,no
56,admin.,married,secondary,no,20,no,no,unknown,7/3/2017,130,1,-1,0,unknown,no
34,technician,married,secondary,no,-346,yes,no,unknown,7/3/2017,115,4,-1,0,unknown,no
35,services,married,secondary,no,1659,yes,no,unknown,7/3/2017,197,1,-1,0,unknown,no
30,management,single,tertiary,no,0,no,yes,unknown,7/3/2017,88,1,-1,0,unknown,no
48,management,single,tertiary,no,31,no,yes,unknown,7/3/2017,154,1,-1,0,unknown,no
50,admin.,married,secondary,no,-221,no,yes,unknown,7/3/2017,90,1,-1,0,unknown,no
44,technician,divorced,secondary,no,303,yes,yes,unknown,7/3/2017,51,1,-1,0,unknown,no
38,services,married,secondary,no,304,no,yes,unknown,7/3/2017,131,1,-1,0,unknown,no
40,services,divorced,secondary,no,1155,no,yes,unknown,7/3/2017,251,1,-1,0,unknown,no
44,technician,single,tertiary,no,222,yes,yes,unknown,7/3/2017,89,1,-1,0,unknown,no
33,services,single,secondary,no,1038,no,yes,unknown,7/3/2017,108,1,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,7/3/2017,97,1,-1,0,unknown,no
51,services,married,secondary,no,-800,no,no,unknown,7/3/2017,203,1,-1,0,unknown,no
57,blue-collar,married,primary,no,47,no,yes,unknown,7/3/2017,326,1,-1,0,unknown,no
35,technician,divorced,secondary,no,2,no,no,unknown,7/3/2017,88,1,-1,0,unknown,no
61,retired,married,secondary,no,313,no,yes,unknown,7/3/2017,42,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,184,yes,no,unknown,7/3/2017,92,1,-1,0,unknown,no
33,services,married,secondary,no,114,no,yes,unknown,7/3/2017,676,1,-1,0,unknown,yes
59,retired,married,unknown,no,140,no,yes,unknown,7/3/2017,239,1,-1,0,unknown,no
47,blue-collar,married,primary,no,-187,no,no,unknown,7/3/2017,652,1,-1,0,unknown,no
37,services,single,secondary,no,-244,no,no,unknown,7/3/2017,178,1,-1,0,unknown,no
49,technician,divorced,primary,no,1807,no,yes,unknown,7/3/2017,122,3,-1,0,unknown,no
60,blue-collar,married,primary,no,241,no,yes,unknown,7/3/2017,100,3,-1,0,unknown,no
51,blue-collar,single,primary,no,60,no,no,unknown,7/3/2017,93,1,-1,0,unknown,no
47,technician,married,secondary,no,-149,no,yes,unknown,7/3/2017,504,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-313,yes,no,unknown,7/3/2017,251,2,-1,0,unknown,no
31,self-employed,married,secondary,yes,0,no,yes,unknown,7/3/2017,327,3,-1,0,unknown,no
38,management,married,secondary,no,93,no,no,unknown,7/3/2017,515,2,-1,0,unknown,no
54,technician,married,secondary,no,42,no,yes,unknown,7/3/2017,389,2,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,7/3/2017,155,2,-1,0,unknown,no
47,admin.,married,secondary,no,1156,no,yes,unknown,7/3/2017,74,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,277,no,yes,unknown,7/3/2017,225,2,-1,0,unknown,no
54,retired,married,secondary,no,-488,no,yes,unknown,7/3/2017,172,2,-1,0,unknown,no
56,entrepreneur,married,secondary,no,938,no,yes,unknown,7/3/2017,202,2,-1,0,unknown,no
57,technician,married,secondary,no,253,no,yes,unknown,7/3/2017,230,3,-1,0,unknown,no
42,admin.,single,secondary,no,506,yes,yes,unknown,7/3/2017,277,2,-1,0,unknown,no
34,blue-collar,married,primary,no,0,no,no,unknown,7/3/2017,746,4,-1,0,unknown,no
27,admin.,married,secondary,no,-435,no,no,unknown,7/3/2017,935,2,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,0,no,yes,unknown,7/3/2017,167,11,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,-130,yes,yes,unknown,7/3/2017,194,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,978,no,no,unknown,7/3/2017,385,6,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,unknown,7/3/2017,1106,2,-1,0,unknown,no
36,technician,married,unknown,no,88,yes,yes,unknown,7/4/2017,124,2,-1,0,unknown,no
56,management,divorced,tertiary,no,94,no,no,unknown,7/4/2017,121,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,1080,no,yes,unknown,7/4/2017,566,3,-1,0,unknown,no
31,technician,single,unknown,no,365,no,no,unknown,7/4/2017,257,1,-1,0,unknown,no
47,technician,married,secondary,no,321,yes,yes,unknown,7/4/2017,111,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,-19,no,yes,unknown,7/4/2017,270,1,-1,0,unknown,no
31,admin.,single,secondary,no,144,yes,no,unknown,7/4/2017,43,11,-1,0,unknown,no
39,blue-collar,married,primary,no,192,no,no,unknown,7/4/2017,433,1,-1,0,unknown,no
30,services,single,tertiary,no,0,no,no,unknown,7/4/2017,71,1,-1,0,unknown,no
30,technician,single,secondary,no,656,no,yes,unknown,7/4/2017,523,1,-1,0,unknown,no
31,technician,single,secondary,no,223,no,no,unknown,7/4/2017,49,1,-1,0,unknown,no
49,retired,married,primary,no,-37,no,no,unknown,7/4/2017,191,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,128,no,no,unknown,7/4/2017,355,1,-1,0,unknown,no
34,technician,married,secondary,no,173,no,no,unknown,7/4/2017,31,1,-1,0,unknown,no
36,admin.,married,secondary,no,75,yes,no,unknown,7/4/2017,52,4,-1,0,unknown,no
31,admin.,married,secondary,no,-36,yes,yes,unknown,7/4/2017,64,1,-1,0,unknown,no
25,management,single,tertiary,no,115,no,yes,unknown,7/4/2017,60,1,-1,0,unknown,no
42,management,single,tertiary,no,1156,yes,no,unknown,7/4/2017,62,1,-1,0,unknown,no
32,services,single,secondary,no,335,yes,yes,unknown,7/4/2017,99,1,-1,0,unknown,no
32,admin.,single,tertiary,no,-59,no,yes,unknown,7/4/2017,192,1,-1,0,unknown,no
36,technician,married,secondary,no,644,no,no,unknown,7/4/2017,133,1,-1,0,unknown,no
46,management,single,tertiary,no,655,no,yes,unknown,7/4/2017,68,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-322,no,yes,unknown,7/4/2017,208,1,-1,0,unknown,no
37,technician,single,tertiary,no,487,no,yes,unknown,7/4/2017,30,2,-1,0,unknown,no
26,admin.,married,secondary,no,-401,yes,yes,unknown,7/4/2017,246,1,-1,0,unknown,no
36,management,married,secondary,no,2637,no,no,unknown,7/4/2017,219,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,33,no,no,unknown,7/4/2017,165,2,-1,0,unknown,no
35,admin.,married,secondary,yes,0,no,yes,unknown,7/4/2017,105,3,-1,0,unknown,no
30,blue-collar,married,primary,no,5956,yes,yes,unknown,7/4/2017,538,1,-1,0,unknown,no
36,management,married,tertiary,no,59,yes,yes,unknown,7/4/2017,100,1,-1,0,unknown,no
24,admin.,single,secondary,no,-346,yes,no,unknown,7/4/2017,164,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,115,yes,no,unknown,7/4/2017,46,3,-1,0,unknown,no
27,services,single,secondary,no,243,no,yes,unknown,7/4/2017,253,1,-1,0,unknown,no
59,housemaid,married,primary,no,153,no,no,unknown,7/4/2017,133,3,-1,0,unknown,no
36,technician,married,primary,no,0,no,no,unknown,7/4/2017,584,1,-1,0,unknown,yes
28,admin.,single,secondary,no,1143,yes,yes,unknown,7/4/2017,260,3,-1,0,unknown,no
31,housemaid,married,primary,no,46,no,no,unknown,7/4/2017,126,4,-1,0,unknown,no
35,management,married,secondary,no,0,no,yes,unknown,7/4/2017,121,1,-1,0,unknown,no
37,management,married,tertiary,no,1265,no,yes,unknown,7/4/2017,101,1,-1,0,unknown,no
59,retired,divorced,primary,no,-110,no,yes,unknown,7/4/2017,195,1,-1,0,unknown,no
32,technician,single,secondary,no,-28,no,yes,unknown,7/4/2017,400,1,-1,0,unknown,no
40,blue-collar,married,primary,no,13,yes,no,unknown,7/4/2017,178,1,-1,0,unknown,no
29,services,married,primary,no,-102,no,no,unknown,7/4/2017,134,1,-1,0,unknown,no
41,services,married,secondary,no,6618,yes,no,unknown,7/4/2017,104,1,-1,0,unknown,no
25,unemployed,single,secondary,no,34,no,yes,unknown,7/4/2017,316,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,183,no,yes,unknown,7/4/2017,88,1,-1,0,unknown,no
37,blue-collar,single,primary,no,1210,no,no,unknown,7/4/2017,742,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-333,no,yes,unknown,7/4/2017,692,1,-1,0,unknown,no
36,management,single,tertiary,no,678,no,yes,unknown,7/4/2017,85,3,-1,0,unknown,no
56,services,divorced,secondary,no,1347,no,yes,unknown,7/4/2017,678,2,-1,0,unknown,no
29,admin.,single,secondary,no,2802,no,yes,unknown,7/4/2017,840,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-27,no,no,unknown,7/4/2017,96,2,-1,0,unknown,no
57,retired,married,secondary,no,156,no,yes,unknown,7/4/2017,106,2,-1,0,unknown,no
30,admin.,single,tertiary,no,218,no,no,unknown,7/4/2017,137,2,-1,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,7/4/2017,53,2,-1,0,unknown,no
45,services,single,secondary,no,184,yes,yes,unknown,7/4/2017,89,2,-1,0,unknown,no
26,technician,single,tertiary,no,36,no,yes,unknown,7/4/2017,502,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,328,no,no,unknown,7/4/2017,203,1,-1,0,unknown,no
50,management,married,tertiary,no,453,no,yes,unknown,7/4/2017,608,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,8,no,yes,unknown,7/4/2017,407,1,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,7/4/2017,426,3,-1,0,unknown,no
29,services,single,primary,no,339,no,no,unknown,7/4/2017,1576,3,-1,0,unknown,yes
31,technician,married,secondary,no,134,no,yes,unknown,7/4/2017,468,6,-1,0,unknown,no
44,blue-collar,married,secondary,no,1697,yes,no,unknown,7/4/2017,150,2,-1,0,unknown,yes
48,blue-collar,divorced,primary,no,19,no,yes,unknown,7/4/2017,327,1,-1,0,unknown,no
53,blue-collar,married,primary,no,207,no,yes,unknown,7/4/2017,212,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,177,no,yes,unknown,7/4/2017,235,1,-1,0,unknown,no
61,retired,married,unknown,no,-492,no,yes,unknown,7/4/2017,333,1,-1,0,unknown,no
27,management,single,secondary,no,35,no,no,cellular,7/4/2017,255,1,-1,0,unknown,no
54,blue-collar,married,primary,no,466,no,no,cellular,7/4/2017,297,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,105,no,yes,cellular,7/4/2017,668,2,-1,0,unknown,no
31,technician,single,secondary,no,19,no,no,telephone,7/4/2017,65,2,-1,0,unknown,no
27,technician,single,secondary,no,126,yes,yes,cellular,7/4/2017,436,4,-1,0,unknown,no
28,blue-collar,single,secondary,no,-127,yes,no,cellular,7/4/2017,1044,3,-1,0,unknown,yes
50,blue-collar,married,secondary,no,1329,yes,yes,telephone,7/4/2017,141,2,-1,0,unknown,no
29,blue-collar,single,primary,no,343,no,no,cellular,7/4/2017,39,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,192,no,no,telephone,7/4/2017,112,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,43,no,yes,cellular,7/4/2017,135,3,-1,0,unknown,no
36,technician,single,secondary,no,-272,no,yes,cellular,7/4/2017,53,6,-1,0,unknown,no
32,blue-collar,divorced,primary,no,4805,no,yes,cellular,7/4/2017,138,3,-1,0,unknown,no
44,technician,married,tertiary,no,1146,no,no,cellular,7/4/2017,178,2,-1,0,unknown,no
37,blue-collar,married,primary,no,380,yes,yes,cellular,7/4/2017,548,2,-1,0,unknown,no
48,services,married,secondary,no,1355,no,no,cellular,7/4/2017,134,2,-1,0,unknown,no
30,admin.,married,secondary,no,215,no,yes,cellular,7/4/2017,95,2,-1,0,unknown,no
54,technician,married,secondary,no,187,no,yes,cellular,7/4/2017,273,3,-1,0,unknown,no
36,unemployed,divorced,primary,no,0,no,no,telephone,7/4/2017,304,3,-1,0,unknown,no
33,technician,single,secondary,no,555,no,yes,cellular,7/4/2017,425,2,-1,0,unknown,no
34,services,married,secondary,no,295,yes,yes,cellular,7/4/2017,64,1,-1,0,unknown,no
28,services,single,secondary,no,-116,no,yes,cellular,7/4/2017,276,1,-1,0,unknown,no
33,management,married,secondary,no,4385,no,yes,cellular,7/4/2017,92,1,-1,0,unknown,no
30,services,married,secondary,no,137,no,no,cellular,7/4/2017,407,1,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,7/7/2017,147,4,-1,0,unknown,no
35,admin.,divorced,secondary,no,534,no,no,cellular,7/7/2017,148,3,-1,0,unknown,no
44,entrepreneur,married,secondary,no,93,no,no,cellular,7/7/2017,125,2,-1,0,unknown,no
36,services,married,secondary,no,-27,yes,yes,cellular,7/7/2017,151,4,-1,0,unknown,no
49,blue-collar,married,primary,no,-157,yes,no,cellular,7/7/2017,491,3,-1,0,unknown,yes
55,blue-collar,married,secondary,no,49,yes,no,cellular,7/7/2017,494,4,-1,0,unknown,yes
51,technician,married,secondary,no,216,no,no,cellular,7/7/2017,615,2,-1,0,unknown,yes
51,management,married,tertiary,no,1421,yes,no,cellular,7/7/2017,152,5,-1,0,unknown,no
38,blue-collar,married,secondary,no,222,yes,yes,cellular,7/7/2017,164,5,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7/7/2017,575,2,-1,0,unknown,no
54,management,divorced,tertiary,no,5253,yes,yes,cellular,7/7/2017,17,19,-1,0,unknown,no
43,management,single,tertiary,no,47,yes,no,cellular,7/7/2017,316,5,-1,0,unknown,no
60,entrepreneur,divorced,primary,no,2648,no,no,cellular,7/7/2017,148,2,-1,0,unknown,no
34,services,married,secondary,no,0,no,no,cellular,7/7/2017,160,3,-1,0,unknown,no
31,admin.,single,secondary,no,-182,yes,no,cellular,7/7/2017,181,2,-1,0,unknown,no
